work_type_code,work_type_name_ru,family_code,basis_key,label_ru,hint_ru,uom_code,required,derived_flag,formula,sort_order,status,notes,field_kind,expression,read_only_flag,manual_flag,source_config_id,ui_source,default_value,used_in_norms
WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-INSTALL,Фасад: монтаж HPL-панелей,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-INSTALL,Фасад: монтаж HPL-панелей,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-INSTALL,Фасад: монтаж HPL-панелей,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-INSTALL,Фасад: монтаж HPL-панелей,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-INSTALL,Фасад: монтаж HPL-панелей,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-HPL-INSTALL,Фасад: монтаж HPL-панелей,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-10,Фиброцементный фасад (H-профиль) 10 мм,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-10,Фиброцементный фасад (H-профиль) 10 мм,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-10,Фиброцементный фасад (H-профиль) 10 мм,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-10,Фиброцементный фасад (H-профиль) 10 мм,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-10,Фиброцементный фасад (H-профиль) 10 мм,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-10,Фиброцементный фасад (H-профиль) 10 мм,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-12,Фиброцементный фасад (H-профиль) 12 мм,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-12,Фиброцементный фасад (H-профиль) 12 мм,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-12,Фиброцементный фасад (H-профиль) 12 мм,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-12,Фиброцементный фасад (H-профиль) 12 мм,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-12,Фиброцементный фасад (H-профиль) 12 мм,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-12,Фиброцементный фасад (H-профиль) 12 мм,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-8,Фиброцементный фасад (H-профиль) 8 мм,facade,area_m2,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-8,Фиброцементный фасад (H-профиль) 8 мм,facade,perimeter_m,"Периметр фасада, м","Периметр по контуру фасада (м): углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 10+10+6+6.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-8,Фиброцементный фасад (H-профиль) 8 мм,facade,height_m,"Высота фасада, м",Высота фасада (м). Можно авто-посчитать площадь: длина × высота или периметр × высота.,м,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-8,Фиброцементный фасад (H-профиль) 8 мм,facade,length_m,"Длина фасада, м",Длина фасада по фронту (м). Можно авто-посчитать площадь: длина × высота.,м,false,false,,1002,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-8,Фиброцементный фасад (H-профиль) 8 мм,facade,area_wall_m2,"Площадь проёмов, м²","Суммарная площадь окон/дверей (Ш×В) по всем проёмам. Нужна, если хочешь считать фасад “без проёмов”.",м²,false,false,,1003,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FACADE-FC-H-8,Фиброцементный фасад (H-профиль) 8 мм,facade,pipe_length_m,"Периметр проёмов, м",Суммарный периметр всех проёмов (для откосов/примыканий): 2×(Ш+В) по каждому и сложить.,м,false,false,,1004,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CONCRETE-STRIP-PRO,"Фундамент ленточный (бетон, PRO)",concrete,perimeter_m,"Длина ленты/контур, м",Суммарная длина ленты фундамента по контуру (м). Можно формулой по участкам.,м,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CONCRETE-STRIP-PRO,"Фундамент ленточный (бетон, PRO)",concrete,length_m,"Ширина ленты, м",Ширина ленты (м). Например: 0.4 = 400 мм.,м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CONCRETE-STRIP-PRO,"Фундамент ленточный (бетон, PRO)",concrete,height_m,"Высота ленты, м",Высота/глубина ленты (м). Например: 0.8 = 800 мм.,м,true,false,,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CONCRETE-STRIP-PRO,"Фундамент ленточный (бетон, PRO)",concrete,volume_m3,"Объём бетона, м³ (авто)",Авто: контур × ширина × высота. Можно поправить вручную.,м³,true,false,,4,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-FND-MKD,Фундамент многоэтажного дома (ленточный/монолитный),concrete,volume_m3,"Объём бетона, м³ (авто)",Объём бетона в м³. Обычно: длина×ширина×высота или по участкам: 0.3×12×0.2 + 0.4×5×0.3.,м³,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CONCRETE-SLAB-PRO,"Фундамент плита (бетон, PRO)",concrete,area_m2,"Площадь бетонирования, м²","Площадь поверхности, где выполняются бетонные работы (плита/пол/участок). Можно вводить числом или формулой.",м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CONCRETE-SLAB-PRO,"Фундамент плита (бетон, PRO)",concrete,height_m,"Толщина плиты, м",Толщина плиты в метрах. Пример: 0.12 = 120 мм.,м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CONCRETE-SLAB-PRO,"Фундамент плита (бетон, PRO)",concrete,volume_m3,"Объём бетона, м³ (авто)",Объём бетона в м³. Обычно: длина×ширина×высота или по участкам: 0.3×12×0.2 + 0.4×5×0.3.,м³,false,false,,1001,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-BLOCK,Кладка блоков,masonry,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-BLOCK,Кладка блоков,masonry,count,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-BLOCK,Кладка блоков,masonry,height_m,Высота облицовки,Высота кладки от фундамента/перекрытия до верха стены. Можно брать чистую высоту помещения плюс запас под перекрытие.,м,true,false,,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-BLOCK,Кладка блоков,masonry,length_m,"Длина балки, м","Суммарная длина элемента: например, длина ленты фундамента или балки. Можно вводить формулой: 4+3+2.5.",м,true,false,,4,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-BLOCK,Кладка блоков,masonry,perimeter_m,"Периметр фасада/контур, м","Длина по контуру фасада: углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 3+4+3.",м,true,false,,5,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-BLOCK,Кладка блоков,masonry,points,Количество точек,"Количество точек/узлов: розетки, выключатели, светильники, сантехнические точки, узлы крепления и т.п. Считаем каждую точку как 1.",шт,true,false,,6,OK,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BLOCK,Кладка блоков (газоблок),masonry,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BLOCK,Кладка блоков (газоблок),masonry,count,Количество,Просто счёт в штуках: сколько элементов/мест/узлов нужно. Можно вводить формулой: 3+5+2.,шт,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BLOCK,Кладка блоков (газоблок),masonry,length_m,"Длина балки, м","Суммарная длина элемента: например, длина ленты фундамента или балки. Можно вводить формулой: 4+3+2.5.",м,true,false,,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK,Кладка кирпича,masonry,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK,Кладка кирпича,masonry,height_m,Высота облицовки,Высота кладки от фундамента/перекрытия до верха стены. Можно брать чистую высоту помещения плюс запас под перекрытие.,м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK,Кладка кирпича,masonry,length_m,"Длина балки, м","Суммарная длина элемента: например, длина ленты фундамента или балки. Можно вводить формулой: 4+3+2.5.",м,true,false,,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK,Кладка кирпича,masonry,perimeter_m,"Периметр фасада/контур, м","Длина по контуру фасада: углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 3+4+3.",м,true,false,,4,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK,Кладка кирпича,masonry,points,Количество точек,"Количество точек/узлов: розетки, выключатели, светильники, сантехнические точки, узлы крепления и т.п. Считаем каждую точку как 1.",шт,true,false,,5,OK,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK-CLINKER,Кладка облицовочная: кирпич клинкер,masonry,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK-CLINKER,Кладка облицовочная: кирпич клинкер,masonry,height_m,Высота облицовки,Высота кладки от фундамента/перекрытия до верха стены. Можно брать чистую высоту помещения плюс запас под перекрытие.,м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK-CLINKER,Кладка облицовочная: кирпич клинкер,masonry,length_m,"Длина балки, м","Суммарная длина элемента: например, длина ленты фундамента или балки. Можно вводить формулой: 4+3+2.5.",м,true,false,,3,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK-CLINKER,Кладка облицовочная: кирпич клинкер,masonry,perimeter_m,"Периметр фасада/контур, м","Длина по контуру фасада: углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 3+4+3.",м,true,false,,4,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-MASONRY-BRICK-CLINKER,Кладка облицовочная: кирпич клинкер,masonry,points,Количество точек,"Количество точек/узлов: розетки, выключатели, светильники, сантехнические точки, узлы крепления и т.п. Считаем каждую точку как 1.",шт,true,false,,5,OK,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-GKL-CEIL-PRO,ГКЛ потолок (PRO),gkl,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-GKL-WALL,ГКЛ стены/перегородки,gkl,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-GKL-WALL,ГКЛ стены/перегородки,gkl,perimeter_m,"Периметр фасада/контур, м","Длина по контуру фасада: углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 3+4+3.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-GKL-WALL-PRO,ГКЛ стены/перегородки (PRO),gkl,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-GKL-WALL-PRO,ГКЛ стены/перегородки (PRO),gkl,perimeter_m,"Периметр фасада/контур, м","Длина по контуру фасада: углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 3+4+3.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-GKL,Монтаж ГКЛ/каркаса,gkl,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-CLIPIN,Потолок Clip-in (скрытая подвеска),ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-CLIPIN,Потолок Clip-in (скрытая подвеска),ceil,perimeter_m,"Периметр фасада/контур, м","Длина по контуру фасада: углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 3+4+3.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-CLIPIN-300x1200,Потолок Clip-in 300×1200,ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-CLIPIN-600,Потолок Clip-in 600×600,ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-ARMSTRONG-600,Потолок Армстронг 600×600,ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-GKL-2L,Потолок ГКЛ двухуровневый,ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-GKL-BOX,Потолок ГКЛ короб/ниша,ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-GKL-1L,Потолок ГКЛ одноуровневый,ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-GRILIATO-100,Потолок грильято (ячейка 100×100),ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-GRILIATO-100,Потолок грильято (ячейка 100×100),ceil,perimeter_m,"Периметр фасада/контур, м","Длина по контуру фасада: углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 3+4+3.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-GRILIATO-050,Потолок грильято (ячейка 50×50),ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-GRILIATO-050,Потолок грильято (ячейка 50×50),ceil,perimeter_m,"Периметр фасада/контур, м","Длина по контуру фасада: углы, примыкания, откосы/цоколь — как заложено в нормах. Можно формулой: 3+4+3.",м,true,false,,2,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
WT-CEIL-GRILIATO-075,Потолок грильято (ячейка 75×75),ceil,area_m2,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,false,,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW,v_reno_calc_fields_ui,number,,false,true,,src/components/foreman/useCalcFields.ts,,true
